"","X","Y"
"8095","ENSG00000197070","ARRDC1"
"8096","ENSG00000203993","ARRDC1-AS1"
"8097","ENSG00000181090","EHMT1"
"8098","ENSG00000255585",""
"8099","ENSG00000177951","BET1L"
"8100","ENSG00000177963","RIC8A"
"8101","ENSG00000142082","SIRT3"
"8102","ENSG00000185627","PSMD13"
"8103","ENSG00000277290",""
"8104","ENSG00000142102","PGGHG"
"8105","ENSG00000185201","IFITM2"
"8106","ENSG00000254910",""
"8107","ENSG00000185885","IFITM1"
"8108","ENSG00000142089","IFITM3"
"8109","ENSG00000182272","B4GALNT4"
"8110","ENSG00000184363","PKP3"
"8111","ENSG00000185187","SIGIRR"
"8112","ENSG00000185101","ANO9"
"8113","ENSG00000174915","PTDSS2"
"8114","ENSG00000023191","RNH1"
"8115","ENSG00000174775","HRAS"
"8116","ENSG00000099849","RASSF7"
"8117","ENSG00000070047","PHRF1"
"8118","ENSG00000185507","IRF7"
"8119","ENSG00000177030","DEAF1"
"8120","ENSG00000177106","EPS8L2"
"8121","ENSG00000177042","TMEM80"
"8122","ENSG00000177156","TALDO1"
"8123","ENSG00000177225","GATD1"
"8124","ENSG00000255284",""
"8125","ENSG00000279672",""
"8126","ENSG00000177542","SLC25A22"
"8127","ENSG00000177595","PIDD1"
"8128","ENSG00000177600","RPLP2"
"8129","ENSG00000177666","PNPLA2"
"8130","ENSG00000177685","CRACR2B"
"8131","ENSG00000177697","CD151"
"8132","ENSG00000177700","POLR2L"
"8133","ENSG00000214063","TSPAN4"
"8134","ENSG00000250397",""
"8135","ENSG00000177830","CHID1"
"8136","ENSG00000183020","AP2A2"
"8137","ENSG00000215182","MUC5AC"
"8138","ENSG00000078902","TOLLIP"
"8139","ENSG00000182208","MOB2"
"8140","ENSG00000244242","IFITM10"
"8141","ENSG00000117984","CTSD"
"8142","ENSG00000235027",""
"8143","ENSG00000229512",""
"8144","ENSG00000230834",""
"8145","ENSG00000214026","MRPL23"
"8146","ENSG00000180176","TH"
"8147","ENSG00000110651","CD81"
"8148","ENSG00000184281","TSSC4"
"8149","ENSG00000269821","KCNQ1OT1"
"8150","ENSG00000110628","SLC22A18"
"8151","ENSG00000205531","NAP1L4"
"8152","ENSG00000110619","CARS"
"8153","ENSG00000021762","OSBPL5"
"8154","ENSG00000005801","ZNF195"
"8155","ENSG00000129749","CHRNA10"
"8156","ENSG00000110713","NUP98"
"8157","ENSG00000148985","PGAP2"
"8158","ENSG00000177105","RHOG"
"8159","ENSG00000167323","STIM1"
"8160","ENSG00000167325","RRM1"
"8161","ENSG00000132109","TRIM21"
"8162","ENSG00000167333","TRIM68"
"8163","ENSG00000121236","TRIM6"
"8164","ENSG00000132256","TRIM5"
"8165","ENSG00000132274","TRIM22"
"8166","ENSG00000267940",""
"8167","ENSG00000180878","C11orf42"
"8168","ENSG00000051009","FAM160A2"
"8169","ENSG00000170955","CAVIN3"
"8170","ENSG00000166311","SMPD1"
"8171","ENSG00000166313","APBB1"
"8172","ENSG00000110171","TRIM3"
"8173","ENSG00000132254","ARFIP2"
"8174","ENSG00000132286","TIMM10B"
"8175","ENSG00000254595",""
"8176","ENSG00000179532","DNHD1"
"8177","ENSG00000132275","RRP8"
"8178","ENSG00000166333","ILK"
"8179","ENSG00000166337","TAF10"
"8180","ENSG00000166340","TPP1"
"8181","ENSG00000166341","DCHS1"
"8182","ENSG00000158042","MRPL17"
"8183","ENSG00000254838","GVINP1"
"8184","ENSG00000149054","ZNF215"
"8185","ENSG00000149050","ZNF214"
"8186","ENSG00000166387","PPFIBP2"
"8187","ENSG00000166394","CYB5R2"
"8188","ENSG00000175390","EIF3F"
"8189","ENSG00000166402","TUB"
"8190","ENSG00000130413","STK33"
"8191","ENSG00000166436","TRIM66"
"8192","ENSG00000166441","RPL27A"
"8193","ENSG00000166444","ST5"
"8194","ENSG00000166452","AKIP1"
"8195","ENSG00000175348","TMEM9B"
"8196","ENSG00000254860","TMEM9B-AS1"
"8197","ENSG00000175352","NRIP3"
"8198","ENSG00000175356","SCUBE2"
"8199","ENSG00000184014","DENND5A"
"8200","ENSG00000166471","TMEM41B"
"8201","ENSG00000205339","IPO7"
"8202","ENSG00000268403",""
"8203","ENSG00000166478","ZNF143"
"8204","ENSG00000166483","WEE1"
"8205","ENSG00000133789","SWAP70"
"8206","ENSG00000245522","LINC02709"
"8207","ENSG00000246273","SBF2-AS1"
"8208","ENSG00000133812","SBF2"
"8209","ENSG00000254554",""
"8210","ENSG00000148926","ADM"
"8211","ENSG00000133805","AMPD3"
"8212","ENSG00000110315","RNF141"
"8213","ENSG00000198730","CTR9"
"8214","ENSG00000110321","EIF4G2"
"8215","ENSG00000236287","ZBED5"
"8216","ENSG00000247271","ZBED5-AS1"
"8217","ENSG00000250041",""
"8218","ENSG00000110328","GALNT18"
"8219","ENSG00000254598","CSNK2A3"
"8220","ENSG00000170242","USP47"
"8221","ENSG00000050165","DKK3"
"8222","ENSG00000133816","MICAL2"
"8223",NA,NA
"8224","ENSG00000197702","PARVA"
"8225","ENSG00000187079","TEAD1"
"8226","ENSG00000133794","ARNTL"
"8227","ENSG00000148925","BTBD10"
"8228","ENSG00000197601","FAR1"
"8229","ENSG00000262655","SPON1"
"8230","ENSG00000133818","RRAS2"
"8231","ENSG00000129083","COPB1"
"8232","ENSG00000129084","PSMA1"
"8233","ENSG00000152270","PDE3B"
"8234","ENSG00000186104","CYP2R1"
"8235","ENSG00000188487","INSC"
"8236","ENSG00000110693","SOX6"
"8237","ENSG00000110696","C11orf58"
"8238","ENSG00000166689","PLEKHA7"
"8239","ENSG00000244398",""
"8240","ENSG00000184669","OR7E14P"
"8241","ENSG00000110700","RPS13"
"8242","ENSG00000272034","SNORD14A"
"8243","ENSG00000011405","PIK3C2A"
"8244","ENSG00000070081","NUCB2"
"8245","ENSG00000188211","NCR3LG1"
"8246","ENSG00000260196",""
"8247","ENSG00000129158","SERGEF"
"8248","ENSG00000129167","TPH1"
"8249","ENSG00000166788","SAAL1"
"8250","ENSG00000134339","SAA2"
"8251","ENSG00000173432","SAA1"
"8252","ENSG00000110756","HPS5"
"8253","ENSG00000110768","GTF2H1"
"8254","ENSG00000134333","LDHA"
"8255","ENSG00000256006",""
"8256","ENSG00000166800","LDHAL6A"
"8257","ENSG00000074319","TSG101"
"8258","ENSG00000256464","YWHABP2"
"8259","ENSG00000151116","UEVLD"
"8260","ENSG00000247595","SPTY2D1OS"
"8261","ENSG00000179119","SPTY2D1"
"8262","ENSG00000151117","TMEM86A"
"8263","ENSG00000177054","ZDHHC13"
"8264","ENSG00000129173","E2F8"
"8265","ENSG00000166833","NAV2"
"8266","ENSG00000270607",""
"8267","ENSG00000109854","HTATIP2"
"8268","ENSG00000185238","PRMT3"
"8269","ENSG00000183161","FANCF"
"8270","ENSG00000148935","GAS2"
"8271","ENSG00000198168","SVIP"
"8272","ENSG00000109881","CCDC34"
"8273","ENSG00000205213","LGR4"
"8274","ENSG00000148943","LIN7C"
"8275","ENSG00000245573","BDNF-AS"
"8276","ENSG00000176697","BDNF"
"8277","ENSG00000224411","HSP90AA2P"
"8278","ENSG00000121621","KIF18A"
"8279","ENSG00000169519","METTL15"
"8280","ENSG00000249867","LINC02742"
"8281","ENSG00000254526",""
"8282","ENSG00000255450",""
"8283","ENSG00000152219","ARL14EP"
"8284","ENSG00000170946","DNAJC24"
"8285","ENSG00000148950","IMMP1L"
"8286","ENSG00000109911","ELP4"
"8287","ENSG00000007372","PAX6"
"8288","ENSG00000049449","RCN1"
"8289","ENSG00000184937","WT1"
"8290","ENSG00000149100","EIF3M"
"8291","ENSG00000270903","HNRNPA3P9"
"8292","ENSG00000135378","PRRG4"
"8293","ENSG00000060749","QSER1"
"8294","ENSG00000121690","DEPDC7"
"8295","ENSG00000176148","TCP11L1"
"8296","ENSG00000213713","PIGCP1"
"8297","ENSG00000280798","LINC00294"
"8298","ENSG00000176102","CSTF3"
"8299","ENSG00000247151","CSTF3-DT"
"8300","ENSG00000241255",""
"8301","ENSG00000110422","HIPK3"
"8302","ENSG00000110427","KIAA1549L"
"8303","ENSG00000085063","CD59"
"8304","ENSG00000110429","FBXO3"
"8305","ENSG00000135363","LMO2"
"8306","ENSG00000135387","CAPRIN1"
"8307","ENSG00000135372","NAT10"
"8308","ENSG00000166016","ABTB2"
"8309","ENSG00000121691","CAT"
"8310","ENSG00000135373","EHF"
"8311","ENSG00000149089","APIP"
"8312","ENSG00000110435","PDHX"
"8313","ENSG00000026508","CD44"
"8314","ENSG00000255443","CD44-AS1"
"8315","ENSG00000251194",""
"8316","ENSG00000179431","FJX1"
"8317","ENSG00000166326","TRIM44"
"8318","ENSG00000179241","LDLRAD3"
"8319","ENSG00000110442","COMMD9"
"8320","ENSG00000135362","PRR5L"
"8321","ENSG00000175104","TRAF6"
"8322","ENSG00000166352","C11orf74"
"8323","ENSG00000166181","API5"
"8324","ENSG00000052841","TTC17"
"8325","ENSG00000149084","HSD17B12"
"8326","ENSG00000166199","ALKBH3"
"8327","ENSG00000213693","SEC14L1P1"
"8328","ENSG00000244926","ALKBH3-AS1"
"8329","ENSG00000110455","ACCS"
"8330","ENSG00000151348","EXT2"
"8331","ENSG00000085117","CD82"
"8332","ENSG00000175274","TP53I11"
"8333","ENSG00000019485","PRDM11"
"8334","ENSG00000019505","SYT13"
"8335","ENSG00000181830","SLC35C1"
"8336","ENSG00000121671","CRY2"
"8337","ENSG00000121653","MAPK8IP1"
"8338","ENSG00000121680","PEX16"
"8339","ENSG00000135365","PHF21A"
"8340","ENSG00000254639",""
"8341","ENSG00000157613","CREB3L1"
"8342","ENSG00000149091","DGKZ"
"8343","ENSG00000110492","MDK"
"8344","ENSG00000110497","AMBRA1"
"8345","ENSG00000244313",""
"8346","ENSG00000180423","HARBI1"
"8347","ENSG00000175224","ATG13"
"8348","ENSG00000175220","ARHGAP1"
"8349","ENSG00000175213","ZNF408"
"8350","ENSG00000175216","CKAP5"
"8351","ENSG00000134569","LRP4"
"8352","ENSG00000149179","C11orf49"
"8353","ENSG00000149182","ARFGAP2"
"8354","ENSG00000270060",""
"8355","ENSG00000165912","PACSIN3"
"8356","ENSG00000243802",""
"8357","ENSG00000134574","DDB2"
"8358","ENSG00000256897",""
"8359","ENSG00000134575","ACP2"
"8360","ENSG00000025434","NR1H3"
"8361","ENSG00000110514","MADD"
"8362","ENSG00000165915","SLC39A13"
"8363","ENSG00000165916","PSMC3"
"8364","ENSG00000165917","RAPSN"
"8365","ENSG00000149187","CELF1"
"8366","ENSG00000213619","NDUFS3"
"8367","ENSG00000110536","PTPMT1"
"8368","ENSG00000123444","KBTBD4"
"8369","ENSG00000109919","MTCH2"
"8370","ENSG00000165923","AGBL2"
"8371","ENSG00000109920","FNBP4"
"8372","ENSG00000200090",""
"8373","ENSG00000030066","NUP160"
"8374","ENSG00000254780",""
"8375","ENSG00000149177","PTPRJ"
"8376","ENSG00000149115","TNKS1BP1"
"8377","ENSG00000149136","SSRP1"
"8378","ENSG00000134802","SLC43A3"
"8379","ENSG00000186907","RTN4RL2"
"8380","ENSG00000149150","SLC43A1"
"8381","ENSG00000134809","TIMM10"
"8382","ENSG00000156587","UBE2L6"
"8383","ENSG00000172409","CLP1"
"8384","ENSG00000156599","ZDHHC5"
"8385","ENSG00000156603","MED19"
"8386","ENSG00000213593","TMX2"
"8387","ENSG00000211450","SELENOH"
"8388","ENSG00000198561","CTNND1"
"8389","ENSG00000254589","EIF4A2P3"
"8390","ENSG00000110031","LPXN"
"8391","ENSG00000186660","ZFP91"
"8392","ENSG00000269570",""
"8393","ENSG00000242689","CNTF"
"8394","ENSG00000280010",""
"8395","ENSG00000189057","FAM111B"
"8396","ENSG00000245571","FAM111A-DT"
"8397","ENSG00000166801","FAM111A"
"8398","ENSG00000110042","DTX4"
"8399","ENSG00000110048","OSBP"
"8400","ENSG00000255139",""
"8401","ENSG00000166889","PATL1"
"8402","ENSG00000255355",""
"8403","ENSG00000166900","STX3"
"8404","ENSG00000166902","MRPL16"
"8405","ENSG00000134827","TCN1"
"8406","ENSG00000110104","CCDC86"
"8407","ENSG00000110107","PRPF19"
"8408","ENSG00000110108","TMEM109"
"8409","ENSG00000006118","TMEM132A"
"8410","ENSG00000110446","SLC15A3"
"8411","ENSG00000167987","VPS37C"
"8412","ENSG00000167992","VWCE"
"8413","ENSG00000167986","DDB1"
"8414","ENSG00000149476","TKFC"
"8415","ENSG00000162144","CYB561A3"
"8416","ENSG00000149483","TMEM138"
"8417","ENSG00000187049","TMEM216"
"8418","ENSG00000149532","CPSF7"
"8419","ENSG00000256591",""
"8420","ENSG00000167985","SDHAF2"
"8421","ENSG00000243742","RPLP0P2"
"8422","ENSG00000134780","DAGLA"
"8423","ENSG00000124920","MYRF"
"8424","ENSG00000134825","TMEM258"
"8425","ENSG00000168496","FEN1"
"8426","ENSG00000134824","FADS2"
"8427","ENSG00000149485","FADS1"
"8428","ENSG00000221968","FADS3"
"8429","ENSG00000167994","RAB3IL1"
"8430","ENSG00000167995","BEST1"
"8431","ENSG00000167996","FTH1"
"8432","ENSG00000149503","INCENP"
"8433","ENSG00000162174","ASRGL1"
"8434","ENSG00000124942","AHNAK"
"8435","ENSG00000255508",""
"8436","ENSG00000149016","TUT1"
"8437","ENSG00000149480","MTA2"
"8438","ENSG00000149499","EML3"
"8439","ENSG00000149489","ROM1"
"8440","ENSG00000149541","B3GAT3"
"8441","ENSG00000089597","GANAB"
"8442","ENSG00000185085","INTS5"
"8443","ENSG00000162194","LBHD1"
"8444","ENSG00000214756","CSKMT"
"8445","ENSG00000204922","UQCC3"
"8446","ENSG00000162191","UBXN1"
"8447","ENSG00000168000","BSCL2"
"8448","ENSG00000214753","HNRNPUL2"
"8449","ENSG00000162222","TTC9C"
"8450","ENSG00000185670","ZBTB3"
"8451","ENSG00000168002","POLR2G"
"8452","ENSG00000162227","TAF6L"
"8453","ENSG00000168569","TMEM223"
"8454","ENSG00000269176",""
"8455","ENSG00000185475","TMEM179B"
"8456","ENSG00000162231","NXF1"
"8457","ENSG00000162236","STX5"
"8458","ENSG00000133316","WDR74"
"8459","ENSG00000255717","SNHG1"
"8460","ENSG00000277846","SNORD30"
"8461","ENSG00000168003","SLC3A2"
"8462","ENSG00000168004","PLAAT5"
"8463","ENSG00000133317","LGALS12"
"8464","ENSG00000133321","PLAAT4"
"8465","ENSG00000176485","PLAAT3"
"8466","ENSG00000184743","ATL3"
"8467","ENSG00000133318","RTN3"
"8468","ENSG00000188070","C11orf95"
"8469","ENSG00000168005","SPINDOC"
"8470","ENSG00000072518","MARK2"
"8471","ENSG00000110583","NAA40"
"8472","ENSG00000176340","COX8A"
"8473","ENSG00000167770","OTUB1"
"8474","ENSG00000133315","MACROD1"
"8475","ENSG00000126500","FLRT1"
"8476","ENSG00000168439","STIP1"
"8477","ENSG00000149781","FERMT3"
"8478","ENSG00000149743","TRPT1"
"8479","ENSG00000149761","NUDT22"
"8480","ENSG00000110011","DNAJC4"
"8481","ENSG00000173511","VEGFB"
"8482","ENSG00000173486","FKBP2"
"8483","ENSG00000173457","PPP1R14B"
"8484","ENSG00000256940","PPP1R14B-AS1"
"8485","ENSG00000149782","PLCB3"
"8486","ENSG00000002330","BAD"
"8487","ENSG00000173264","GPR137"
"8488","ENSG00000173153","ESRRA"
"8489","ENSG00000173113","TRMT112"
"8490","ENSG00000126432","PRDX5"
"8491","ENSG00000168071","CCDC88B"
"8492","ENSG00000162302","RPS6KA4"
"8493","ENSG00000168066","SF1"
"8494","ENSG00000168067","MAP4K2"
"8495","ENSG00000133895","MEN1"
"8496","ENSG00000171219","CDC42BPG"
"8497","ENSG00000110047","EHD1"
"8498","ENSG00000110046","ATG2A"
"8499","ENSG00000068971","PPP2R5B"
"8500","ENSG00000168062","BATF2"
"8501","ENSG00000213465","ARL2"
"8502","ENSG00000110025","SNX15"
"8503","ENSG00000168061","SAC3D1"
"8504","ENSG00000146670","CDCA5"
"8505","ENSG00000162300","ZFPL1"
"8506","ENSG00000187066","TMEM262"
"8507","ENSG00000149823","VPS51"
"8508","ENSG00000149809","TM7SF2"
"8509","ENSG00000174276","ZNHIT2"
"8510","ENSG00000149806","FAU"
"8511","ENSG00000162298","SYVN1"
"8512","ENSG00000149792","MRPL49"
"8513","ENSG00000255200","PGAM1P8"
"8514","ENSG00000254614",""
"8515","ENSG00000014216","CAPN1"
"8516","ENSG00000197847","SLC22A20P"
"8517","ENSG00000014138","POLA2"
"8518","ENSG00000149798","CDC42EP2"
"8519","ENSG00000133884","DPF2"
"8520","ENSG00000173825","TIGD3"
"8521","ENSG00000162241","SLC25A45"
"8522","ENSG00000126391","FRMD8"
"8523","ENSG00000245532","NEAT1"
"8524","ENSG00000173727",""
"8525","ENSG00000251562","MALAT1"
"8526","ENSG00000142186","SCYL1"
"8527","ENSG00000168056","LTBP3"
"8528","ENSG00000260233","SSSCA1-AS1"
"8529","ENSG00000173465","ZNRD2"
"8530","ENSG00000176973","FAM89B"
"8531","ENSG00000173442","EHBP1L1"
"8532","ENSG00000213445","SIPA1"
"8533","ENSG00000173327","MAP3K11"
"8534","ENSG00000197136","PCNX3"
"8535","ENSG00000173039","RELA"
"8536","ENSG00000172977","KAT5"
"8537","ENSG00000172922","RNASEH2C"
"8538","ENSG00000254470","AP5B1"
"8539","ENSG00000172757","CFL1"
"8540","ENSG00000172803","SNX32"
"8541","ENSG00000172732","MUS81"
"8542","ENSG00000172638","EFEMP2"
"8543","ENSG00000172543","CTSW"
"8544","ENSG00000172500","FIBP"
"8545","ENSG00000175602","CCDC85B"
"8546","ENSG00000175592","FOSL1"
"8547","ENSG00000175573","C11orf68"
"8548","ENSG00000175550","DRAP1"
"8549","ENSG00000175467","SART1"
"8550","ENSG00000175376","EIF1AD"
"8551","ENSG00000175334","BANF1"
"8552","ENSG00000175315","CST6"
"8553","ENSG00000175294","CATSPER1"
"8554","ENSG00000087365","SF3B2"
"8555","ENSG00000175115","PACS1"
"8556","ENSG00000255320",""
"8557","ENSG00000174996","KLC2"
"8558","ENSG00000254461",""
"8559",NA,NA
"8560","ENSG00000174903","RAB1B"
"8561","ENSG00000245156",""
"8562","ENSG00000174871","CNIH2"
"8563","ENSG00000174851","YIF1A"
"8564","ENSG00000174791","RIN1"
"8565","ENSG00000174744","BRMS1"
"8566","ENSG00000174684","B4GAT1"
"8567","ENSG00000255468",""
"8568","ENSG00000174669","SLC29A2"
"8569","ENSG00000174547","MRPL11"
"8570","ENSG00000174516","PELI3"
"8571","ENSG00000255517",""
"8572","ENSG00000254986","DPP3"
"8573","ENSG00000174483","BBS1"
"8574","ENSG00000174165","ZDHHC24"
"8575","ENSG00000174080","CTSF"
"8576","ENSG00000173992","CCS"
"8577","ENSG00000239306","RBM14"
"8578","ENSG00000248643","RBM14-RBM4"
"8579","ENSG00000173933","RBM4"
"8580","ENSG00000173914","RBM4B"
"8581",NA,NA
"8582","ENSG00000173898","SPTBN2"
"8583","ENSG00000173715","C11orf80"
"8584","ENSG00000173653","RCE1"
"8585","ENSG00000173599","PC"
"8586","ENSG00000173621","LRFN4"
"8587","ENSG00000173227","SYT12"
"8588","ENSG00000173156","RHOD"
"8589","ENSG00000173120","KDM2A"
"8590","ENSG00000173020","GRK2"
"8591","ENSG00000172932","ANKRD13D"
"8592","ENSG00000172830","SSH3"
"8593","ENSG00000172613","RAD9A"
"8594","ENSG00000175482","POLD4"
"8595","ENSG00000175505","CLCF1"
"8596","ENSG00000172531","PPP1CA"
"8597","ENSG00000172508","CARNS1"
"8598","ENSG00000175634","RPS6KB2"
"8599","ENSG00000172725","CORO1B"
"8600","ENSG00000172663","TMEM134"
"8601","ENSG00000110711","AIP"
"8602","ENSG00000110697","PITPNM1"
"8603","ENSG00000167797","CDK2AP2"
"8604","ENSG00000084207","GSTP1"
"8605","ENSG00000167792","NDUFV1"
"8606","ENSG00000167799","NUDT8"
"8607","ENSG00000160172","FAM86C2P"
"8608","ENSG00000110057","UNC93B1"
"8609","ENSG00000006534","ALDH3B1"
"8610","ENSG00000255306",""
"8611","ENSG00000110717","NDUFS8"
"8612","ENSG00000110719","TCIRG1"
"8613","ENSG00000255031",""
"8614","ENSG00000110721","CHKA"
"8615","ENSG00000110066","KMT5B"
"8616","ENSG00000171067","C11orf24"
"8617","ENSG00000162337","LRP5"
"8618","ENSG00000110075","PPP6R3"
"8619","ENSG00000069482","GAL"
"8620","ENSG00000132749","TESMIN"
"8621","ENSG00000110090","CPT1A"
"8622","ENSG00000250508","LINC02701"
"8623","ENSG00000197345","MRPL21"
"8624","ENSG00000132740","IGHMBP2"
"8625","ENSG00000255741",""
"8626","ENSG00000162341","TPCN2"
"8627","ENSG00000172927","MYEOV"
"8628","ENSG00000260877",""
"8629","ENSG00000110092","CCND1"
"8630","ENSG00000149716","LTO1"
"8631","ENSG00000131620","ANO1"
"8632","ENSG00000168040","FADD"
"8633","ENSG00000131626","PPFIA1"
"8634","ENSG00000246889",""
"8635","ENSG00000085733","CTTN"
"8636","ENSG00000162105","SHANK2"
"8637","ENSG00000172893","DHCR7"
"8638","ENSG00000254682",""
"8639","ENSG00000172890","NADSYN1"
"8640","ENSG00000158483","FAM86C1"
"8641","ENSG00000254469",""
"8642","ENSG00000137522","RNF121"
"8643","ENSG00000137496","IL18BP"
"8644","ENSG00000137497","NUMA1"
"8645","ENSG00000251143",""
"8646","ENSG00000184154","LRTOMT"
"8647","ENSG00000149357","LAMTOR1"
"8648","ENSG00000110200","ANAPC15"
"8649","ENSG00000110195","FOLR1"
"8650","ENSG00000165458","INPPL1"
"8651","ENSG00000162129","CLPB"
"8652","ENSG00000186642","PDE2A"
"8653","ENSG00000186635","ARAP1"
"8654","ENSG00000245148","ARAP1-AS2"
"8655","ENSG00000214530","STARD10"
"8656","ENSG00000168010","ATG16L2"
"8657","ENSG00000137478","FCHSD2"
"8658","ENSG00000175591","P2RY2"
"8659","ENSG00000260401",""
"8660","ENSG00000171631","P2RY6"
"8661","ENSG00000110237","ARHGEF17"
"8662","ENSG00000054967","RELT"
"8663","ENSG00000054965","FAM168A"
"8664","ENSG00000021300","PLEKHB1"
"8665","ENSG00000175582","RAB6A"
"8666","ENSG00000175581","MRPL48"
"8667","ENSG00000181924","COA4"
"8668","ENSG00000175575","PAAF1"
"8669","ENSG00000175567","UCP2"
"8670","ENSG00000175564","UCP3"
"8671","ENSG00000168014","C2CD3"
"8672","ENSG00000214517","PPME1"
"8673","ENSG00000149380","P4HA3"
"8674","ENSG00000165434","PGM2L1"
"8675","ENSG00000175538","KCNE3"
"8676","ENSG00000175536","LIPT2"
"8677","ENSG00000254837",""
"8678","ENSG00000077514","POLD3"
"8679","ENSG00000227615",""
"8680","ENSG00000166439","RNF169"
"8681","ENSG00000166435","XRRA1"
"8682","ENSG00000241170",""
"8683","ENSG00000118363","SPCS2"
"8684","ENSG00000162139","NEU3"
"8685","ENSG00000279117",""
"8686","ENSG00000137486","ARRB1"
"8687","ENSG00000149273","RPS3"
"8688","ENSG00000149243","KLHL35"
"8689","ENSG00000158555","GDPD5"
"8690","ENSG00000149257","SERPINH1"
"8691","ENSG00000171533","MAP6"
"8692","ENSG00000062282","DGAT2"
"8693","ENSG00000198382","UVRAG"
"8694","ENSG00000137492","THAP12"
"8695","ENSG00000179240","GVQW3"
"8696",NA,NA
"8697","ENSG00000255135",""
"8698","ENSG00000158636","EMSY"
"8699","ENSG00000182704","TSKU"
"8700","ENSG00000261578",""
"8701","ENSG00000078124","ACER3"
"8702","ENSG00000149260","CAPN5"
"8703","ENSG00000137474","MYO7A"
"8704","ENSG00000149269","PAK1"
"8705","ENSG00000074201","CLNS1A"
"8706","ENSG00000178301","AQP11"
"8707","ENSG00000048649","RSF1"
"8708","ENSG00000227376","FTH1P16"
"8709","ENSG00000087884","AAMDC"
"8710","ENSG00000149262","INTS4"
"8711","ENSG00000151364","KCTD14"
"8712","ENSG00000151366","NDUFC2"
"8713","ENSG00000159063","ALG8"
"8714","ENSG00000246174","KCTD21-AS1"
"8715","ENSG00000188997","KCTD21"
"8716","ENSG00000118369","USP35"
"8717","ENSG00000033327","GAB2"
"8718","ENSG00000137513","NARS2"
"8719","ENSG00000137509","PRCP"
"8720","ENSG00000165490","DDIAS"
"8721","ENSG00000137502","RAB30"
"8722","ENSG00000246067","RAB30-DT"
"8723","ENSG00000279900",""
"8724","ENSG00000165494","PCF11"
"8725","ENSG00000247137",""
"8726","ENSG00000137494","ANKRD42"
"8727","ENSG00000137500","CCDC90B"
"8728","ENSG00000150672","DLG2"
"8729","ENSG00000171204","TMEM126B"
"8730","ENSG00000171202","TMEM126A"
"8731","ENSG00000137504","CREBZF"
"8732","ENSG00000137501","SYTL2"
"8733","ENSG00000279742",""
"8734","ENSG00000073921","PICALM"
"8735","ENSG00000074266","EED"
"8736","ENSG00000254783",""
"8737","ENSG00000149196","HIKESHI"
"8738","ENSG00000149201","CCDC81"
"8739","ENSG00000278989",""
"8740","ENSG00000151376","ME3"
"8741","ENSG00000150687","PRSS23"
"8742","ENSG00000255471",""
"8743","ENSG00000280339",""
"8744","ENSG00000174804","FZD4"
"8745","ENSG00000246523","FZD4-DT"
"8746","ENSG00000166575","TMEM135"
"8747","ENSG00000123892","RAB38"
"8748","ENSG00000109861","CTSC"
"8749","ENSG00000077616","NAALAD2"
"8750","ENSG00000280385",""
"8751","ENSG00000110172","CHORDC1"
"8752","ENSG00000214391","TUBAP2"
"8753","ENSG00000165323","FAT3"
"8754","ENSG00000180773","SLC36A4"
"8755","ENSG00000255445",""
"8756","ENSG00000166002","SMCO4"
"8757","ENSG00000166004","CEP295"
"8758","ENSG00000279696",""
"8759","ENSG00000166012","TAF1D"
"8760","ENSG00000202314","SNORD6"
"8761","ENSG00000182919","C11orf54"
"8762","ENSG00000042429","MED17"
"8763","ENSG00000214376","VSTM5"
"8764","ENSG00000110218","PANX1"
"8765","ENSG00000256745",""
"8766","ENSG00000123901","GPR83"
"8767","ENSG00000020922","MRE11"
"8768","ENSG00000255893",""
"8769","ENSG00000168876","ANKRD49"
"8770","ENSG00000134627","PIWIL4"
"8771","ENSG00000196371","FUT4"
"8772","ENSG00000166025","AMOTL1"
"8773","ENSG00000150316","CWC15"
"8774","ENSG00000186280","KDM4D"
"8775","ENSG00000263465","SRSF8"
"8776","ENSG00000149218","ENDOD1"
"8777","ENSG00000245552",""
"8778","ENSG00000149212","SESN3"
"8779","ENSG00000077458","FAM76B"
"8780","ENSG00000166037","CEP57"
"8781","ENSG00000087053","MTMR2"
"8782","ENSG00000184384","MAML2"
"8783","ENSG00000149231","CCDC82"
"8784","ENSG00000183340","JRKL"
"8785","ENSG00000165895","ARHGAP42"
"8786",NA,NA
"8787","ENSG00000110318","CEP126"
"8788","ENSG00000137691","CFAP300"
"8789","ENSG00000277459",""
"8790","ENSG00000137693","YAP1"
"8791","ENSG00000023445","BIRC3"
"8792","ENSG00000110330","BIRC2"
"8793","ENSG00000152558","TMEM123"
"8794","ENSG00000118113","MMP8"
"8795","ENSG00000196611","MMP1"
"8796","ENSG00000260966",""
"8797","ENSG00000137692","DCUN1D5"
"8798","ENSG00000187240","DYNC2H1"
"8799","ENSG00000196954","CASP4"
"8800","ENSG00000137752","CASP1"
"8801","ENSG00000204397","CARD16"
"8802","ENSG00000170903","MSANTD4"
"8803","ENSG00000182359","KBTBD3"
"8804","ENSG00000149313","AASDHPPT"
"8805","ENSG00000254433",""
"8806","ENSG00000261098",""
"8807","ENSG00000152404","CWF19L2"
"8808","ENSG00000137760","ALKBH8"
"8809","ENSG00000110675","ELMOD1"
"8810","ENSG00000110660","SLC35F2"
"8811","ENSG00000240652",""
"8812","ENSG00000179331","RAB39A"
"8813","ENSG00000166266","CUL5"
"8814","ENSG00000075239","ACAT1"
